molecule,bond_length,method,energy_hartree,delta_hartree,chemical_accuracy
H2,0.5,Exact,-1.1884595209700328,0.0,True
H2,0.5,UCCSD,-1.1884595208247766,1.4525625147143728e-10,True
H2,0.5,EfficientSU2,-1.1884590937959274,4.2717410542181256e-07,True
H2,0.6,Exact,-1.0068357436586042,0.0,True
H2,0.6,UCCSD,-1.0068357425382526,1.1203515892788118e-09,True
H2,0.6,EfficientSU2,-1.0068356836427732,6.001583097159369e-08,True
H2,0.7,Exact,-0.8747272931089917,0.0,True
H2,0.7,UCCSD,-0.8747269526178761,3.4049111552469924e-07,True
H2,0.7,EfficientSU2,-0.8747272399229441,5.318604756610057e-08,True
H2,0.8,Exact,-0.7741471707043199,0.0,True
H2,0.8,UCCSD,-0.7741471694159052,1.2884147082559139e-09,True
H2,0.8,EfficientSU2,-0.7741471297163585,4.0987961469340917e-08,True
H2,0.9,Exact,-0.6949143008765718,0.0,True
H2,0.9,UCCSD,-0.6949142957558706,5.120701196403843e-09,True
H2,0.9,EfficientSU2,-0.6949142981505744,2.7259974277882293e-09,True
H2,1.0,Exact,-0.6308237234452472,0.0,True
H2,1.0,UCCSD,-0.6308235366323376,1.868129095861093e-07,True
H2,1.0,EfficientSU2,-0.6308236211212173,1.0232402991583456e-07,True
H2,1.1,Exact,-0.5778734426397802,0.0,True
H2,1.1,UCCSD,-0.5778730845266442,3.5811313603417716e-07,True
H2,1.1,EfficientSU2,-0.5778734412611353,1.3786449759578545e-09,True
H2,1.2,Exact,-0.5333639569472132,0.0,True
H2,1.2,UCCSD,-0.5333639536867969,3.2604162703009365e-09,True
H2,1.2,EfficientSU2,-0.5333638979066802,5.904053301808432e-08,True
H2,1.3,Exact,-0.4954068275794369,0.0,True
H2,1.3,UCCSD,-0.49540680973829887,1.7841138011398527e-08,True
H2,1.3,EfficientSU2,-0.4954064399868521,3.875925848051409e-07,True
H2,1.4,Exact,-0.46264052025876273,0.0,True
H2,1.4,UCCSD,-0.46264032717111364,1.9308764909187204e-07,True
H2,1.4,EfficientSU2,-0.4626400327784667,4.874802960186386e-07,True
H2,1.5,Exact,-0.4340581039832642,0.0,True
H2,1.5,UCCSD,-0.43405809493906494,9.044199278385179e-09,True
H2,1.5,EfficientSU2,-0.43405801211613176,9.186713245679101e-08,True
H2,1.6,Exact,-0.4088985354668987,0.0,True
H2,1.6,UCCSD,-0.40889836585607453,1.696108241633354e-07,True
H2,1.6,EfficientSU2,-0.40889815642603644,3.7904086225282185e-07,True
H2,1.7,Exact,-0.3865757041293776,0.0,True
H2,1.7,UCCSD,-0.38657567078427235,3.3345105232562844e-08,True
H2,1.7,EfficientSU2,-0.3865757008933126,3.2360649715457157e-09,True
H2,1.8,Exact,-0.36663075352013436,0.0,True
H2,1.8,UCCSD,-0.36663067985460324,7.366553111953777e-08,True
H2,1.8,EfficientSU2,-0.36663072646213907,2.7057995288792824e-08,True
H2,1.9,Exact,-0.34869922075960996,0.0,True
H2,1.9,UCCSD,-0.34869921610134175,4.658268215607109e-09,True
H2,1.9,EfficientSU2,-0.3486990320147783,1.8874483165287614e-07,True
H2,2.0,Exact,-0.3324878784647296,0.0,True
H2,2.0,UCCSD,-0.33248780557288504,7.289184456027442e-08,True
H2,2.0,EfficientSU2,-0.3324878784624623,2.2672974608894947e-12,True
H2,2.1,Exact,-0.317758089072507,0.0,True
H2,2.1,UCCSD,-0.3177580588958797,3.0176627308087234e-08,True
H2,2.1,EfficientSU2,-0.317758074568222,1.4504284995275896e-08,True
H2,2.2,Exact,-0.30431362762434433,0.0,True
H2,2.2,UCCSD,-0.30431359556235116,3.2061993171517145e-08,True
H2,2.2,EfficientSU2,-0.30431297345387553,6.541704687945682e-07,True
H2,2.3,Exact,-0.29199163150697177,0.0,True
H2,2.3,UCCSD,-0.2919915260583292,1.0544864259554032e-07,True
H2,2.3,EfficientSU2,-0.2919916236386078,7.868363960383817e-09,True
H2,2.4,Exact,-0.2806557774731233,0.0,True
H2,2.4,UCCSD,-0.2806557101275199,6.734560342724905e-08,True
H2,2.4,EfficientSU2,-0.2806551614921492,6.159809741168587e-07,True
H2,2.5,Exact,-0.2701910707283016,0.0,True
H2,2.5,UCCSD,-0.27019105114233244,1.9585969179836127e-08,True
H2,2.5,EfficientSU2,-0.270190672211569,3.9851673261370735e-07,True
